smile,class
COCCOC1C(OP(O)(=S)OCC2OC(n3cc(C)c(=O)[nH]c3=O)C(OCCOC)C2OP(O)(=S)OCC2OC(n3cc(C)c(=O)[nH]c3=O)C(OCCOC)C2OP(O)(=S)OCC2OC(n3cc(C)c(O)nc3=O)C(OCCOC)C2OP(O)(=S)OCC2OC(n3cc(C)c(=N)[nH]c3=O)C(OCCOC)C2OP(O)(=S)OCC2OC(n3cnc4c(N)ncnc43)C(OCCOC)C2OP(O)(=S)OCC2OC(n3cc(C)c(O)nc3=O)C(OCCOC)C2OP(O)(=S)OCC2OC(n3cnc4c(N)ncnc43)C(OCCOC)C2OP(O)(=S)OCC2OC(n3cnc4c(N)ncnc43)C(OCCOC)C2OP(O)(=S)OCC2OC(n3cc(C)c(O)nc3=O)C(OCCOC)C2OP(O)(=S)OCC2OC(n3cnc4c(=O)nc(N)[nH]c43)C(OCCOC)C2OP(O)(=S)OCC2OC(n3cc(C)c(N)nc3=O)C(OCCOC)C2OP(O)(=S)OCC2OC(n3cc(C)c(O)nc3=O)C(OCCOC)C2OP(O)(=S)OCC2OC(n3cnc4c(O)nc(N)nc43)C(OCCOC)C2OP(O)(=S)OCC2OC(n3cnc4c(O)nc(N)nc43)C(OCCOC)C2O)C(COP(O)(=S)OC2C(COP(O)(=S)OC3C(COP(O)(=S)OC4C(CO)OC(n5cc(C)c(O)nc5=O)C4OCCOC)OC(n4cc(C)c(=N)[nH]c4=O)C3OCCOC)OC(n3cnc4c(N)ncnc43)C2OCCOC)OC1n1cc(C)c(N)nc1=O,0
CC(=O)OCC1OC(n2ccc(=O)[nH]c2=O)C(OC(C)=O)C1OC(C)=O,0
CC1CNc2c(cccc2S(=O)(=O)NC(CCCNC(=N)N)C(=O)N2CCC(C)CC2C(=O)O)C1,1
CCCCCCCCCCCCCCCCCCO,0
S=C1SCN(Cc2ccccc2)CN1Cc1ccccc1,0
CCC(=O)OC1(C(=O)SCF)C(C)CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,1
NCCCNCCS[P](=O)(=O)O,1
CCN1CCCC1CNC(=O)c1c(OC)ccc(Br)c1OC,0
CSCCC(N)C(=O)NC(CCC(=N)O)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CC(=N)O)C(=O)NC(CO)C(=O)NC(C(O)=NC(C(O)=NC(Cc1ccccc1)C(O)=NC(Cc1cnc[nH]1)C(O)=NC(CCC(=N)O)C(O)=NC(C(O)=NC(CC(C)C)C(O)=NC(CCC(=N)O)C(O)=NC(CC(=O)O)C(=O)N1CCCC1C(O)=NC(CCCNC(=N)N)C(O)=NC(C(=O)OC(=O)CN=C(O)CN=C(O)C(C)N=C(O)C1CCCN1C(=O)C(Cc1ccccc1)N=C(O)C(Cc1ccc(O)cc1)NC(=O)C(CC(C)C)NC(=O)CNC(=O)C(N)CCCNC(=N)N)C(C)C)C(C)O)C(C)O)C(C)O,0
CCC(C)C(N=C(O)C(CCC(=O)O)N=C(O)C(CCC(=O)O)N=C(O)C(Cc1ccccc1)N=C(O)C(CC(=O)O)N=C(O)CN=C(O)C(CC(=O)O)N=C(O)C(CC(=N)O)N=C(O)C(Cc1cnc[nH]1)N=C(O)C(CO)N=C(O)C(CCC(=N)O)N=C(O)C1CCCN1C(=O)C(CCCCN)N=C(O)C1CCCN1C(=O)C(N=C(O)CN=C(O)C(CCC(=O)O)N=C(O)CN=C(O)C(N=C(O)C(N=C(O)C1CSSCC2N=C(O)C(C(C)C)N=C(O)C(CC(=N)O)N=C(O)C(CO)N=C(O)CN=C(O)C(CCC(=O)O)N=C(O)C(N=C(O)C(CC(C)C)N=C(O)C3CSSCC(N=C(O)C(CC(=O)O)N=C(O)C(N=C(O)C(Cc4ccc(O)cc4)N=C(O)C(N=C(O)C(N)C(C)C)C(C)C)C(C)O)C(=O)NC(C(C)O)C(=O)NC(CCC(=O)O)C(=O)NC(CO)C(=O)NCC(=O)NC(CCC(=N)O)C(O)=NC(CC(=N)O)C(O)=NC(CC(C)C)C(O)=N3)CSSCC(N=C(O)C(CCCCN)N=C(O)C(CC(=N)O)N=C(O)CN=C(O)C(CCC(=N)O)N=C(O)CN=C2O)C(O)=NC(C(C)CC)C(O)=NC(CC(C)C)C(O)=NCC(O)=NC(CO)C(O)=NC(CC(=O)O)C(O)=NCC(O)=NC(CCC(=O)O)C(O)=NC(CCCCN)C(O)=NC(CC(N)=O)C(O)=NC(CCC(N)=O)C(O)=N1)C(C)C)C(C)O)C(C)O)C(=O)N1CCCC1C(O)=NC(CCC(=O)O)C(O)=NC(CCC(=O)O)C(O)=NC(Cc1ccc(O)cc1)C(O)=NC(CC(C)C)C(O)=NC(CCC(N)=O)C(=O)O,0
CC(c1ncncc1F)C(O)(Cn1cncn1)c1ccc(F)cc1F,1
Oc1cccc2ccccc12,0
CCCCCC#CC(=O)OC,0
CC(C)N=C(N)N=C(N)Nc1ccc(Cl)cc1,0
CCC12C=CCN3CCC4(c5cc(C6(C(=O)OC)CC7CC(C(C)(F)F)CN(Cc8c6[nH]c6ccccc86)C7)c(OC)cc5N(C)C4C(O)(C(=O)OC)C1OC(C)=O)C32,1
CC(=O)Nc1ccc(O)cc1,1
COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(O)C(OC)C2)CC(=O)C(C)C=C(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C1C,1
O=CC=Cc1ccccc1,0
NC(=O)CF,0
O=C1C=NC(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1,1
CC(=O)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C,1
CCCCC1(COC(=O)CCC(=O)O)C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,0
CC(=O)C(C)=O,0
O=[N+]([O-])c1ccccc1,0
CC(=O)OCC[N+](C)(C)C,1
Cc1c(N=C=O)cccc1N=C=O,0
Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,1
O[Br+2](O)O,0
CCCCOC(=O)c1ccccc1C(=O)OCc1ccccc1,0
COC(=O)N(C)c1c(N)[nH]c(-c2nn(Cc3ccccc3F)c3ncccc23)nc1=N,1
CC(OCC1(c2ccccc2)CCC2(CCC(=O)N2)CN1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,0
COC(=O)c1ccc2c(C(=Nc3ccc(N(C)C(=O)CN4CCN(C)CC4)cc3)c3ccccc3)c(O)[nH]c2c1,1
COC(F)(F)C(Cl)Cl,1
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1,1
CCN1C(=O)NC(c2ccccc2)C1=O,0
NCCCCC1NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(c2ccccc2)NC(=O)C2CC(OC(=O)NCCN)CN2C(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccc(OCc3ccccc3)cc2)NC1=O,1
CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1,1
CC(C)N=c1[nH]c2cc(Cl)c(Cl)cc2n1C1OC(CO)C(O)C1O,0
CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,0
CC(C)(C)NCC(O)c1cc(Cl)c(N)c(C(F)(F)F)c1,1
CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1,1
CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3(F)C(O)CC21C,0
COc1cc2[nH]cnc(=Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)C=CCN1CCCCC1,0
CCCCOCCOC(C)=O,0
COc1cc(C2c3cc4c(cc3C(O)C3COC(=O)C23)OCO4)cc(OC)c1OC,0
CC1=CC(C)C(C=O)CC1,0
C=CCOC(=O)CCCCCC,0
CCCCCCCCCc1ccc(OCCOCCO)cc1,0
NCCNCCNCCN,0
O=C(c1ccc(F)c(F)c1Nc1ccc(I)cc1F)N1CC(O)(C2CCCCN2)C1,1
CCC(OC(C)=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,1
CCC(=O)OC1CCC2C3CC=C4CC(=O)CCC4(C)C3CCC12C,0
N=c1[nH]c(-n2cc(C(=O)O)c(=O)c3cc(F)c(N4CC(O)C4)c(Cl)c32)c(F)cc1F,1
FC(F)OC(F)C(F)(F)F,1
CCCC(=O)Nc1c(I)cc(I)c(CC(CC)C(=O)O)c1I,1
Cn1cc[nH]c1=S,0
CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC,1
CC(Cc1ccccc1)(NC(=O)CN)c1ccccc1,1
COc1cc(NS(C)(=O)=O)ccc1N=c1c2ccccc2[nH]c2ccccc12,1
CC1=NS(=O)(=O)c2cc(Cl)ccc2N1,1
CCC=CCC=CCC=CCC=CCC=CCCCC(=O)OCC,1
Nc1ccc([N+](=O)[O-])cc1N,0
CC12CCC3C4CCC(=O)C=C4CCC3C1CCC2O,0
Cc1ccc(N)c(O)c1,0
CC(C)(Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1)C(=O)O,0
COc1ccccc1OCC(O)COC(N)=O,1
CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN,1
O=[N+]([O-])c1ccc(CBr)cc1,0
CC(C)(C)C(=O)OCOP(=O)(COCCn1cnc2c(N)ncnc21)OCOC(=O)C(C)(C)C,1
Cc1c(N)nc(C(CC(N)=O)NCC(N)C(N)=O)nc1C(=O)NC(C(=O)NC(C)C(O)C(C)C(=O)NC(C(=O)NCCc1nc(-c2nc(C(=O)NCCC[S+](C)C)cs2)cs1)C(C)O)C(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(OC(N)=O)C1O)c1cnc[nH]1,0
NC(N)=NC(=O)Cc1c(Cl)cccc1Cl,1
CC(CN(C)C)C(C)(O)Cc1ccc(Cl)cc1,1
CCOC(=O)c1c(C)cc2nc(COC(=O)NC)n(-c3ccccc3Cl)c(=O)c2c1C,0
N=c1[nH]c(F)nc2c1ncn2C1OC(CO)C(O)C1O,1
CN1C(=O)OC(C)(C)C1=O,0
C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C,1
COc1cc(NCc2ccc3[nH]c(=N)[nH]c(=N)c3c2C)cc(OC)c1OC,0
CCCCCC(O)C=CC1C(O)CC(=O)C1CCCCCCC(=O)O,1
CC1CC2C3CC=C4CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1(O)C(=O)CO,0
CNCCC=C1c2ccccc2CCc2ccccc21,1
OCc1cccnc1,0
N#Cc1c(N(CC(=O)O)CC(=O)O)sc(C(=O)O)c1CC(=O)O,1
O=C(O)Cc1sc(-c2ccccc2)nc1-c1ccc(Cl)cc1,0
CSCCC(N=C(O)C(CO)N=C(O)C(Cc1ccc(O)cc1)NC(=O)C(N)CO)C(=O)NC(CCC(=O)O)C(=O)NC(Cc1cnc[nH]1)C(=O)NC(Cc1ccccc1)C(=O)NC(CCCNC(=N)N)C(=O)NC(Cc1c[nH]c2ccccc12)C(O)=NCC(O)=NC(CCCCN)C(=O)N1CCCC1C(O)=NC(C(O)=NCC(O)=NC(CCCCN)C(O)=NC(CCCCN)C(O)=NC(CCCNC(=N)N)C(O)=NC(CCCNC(=N)N)C(=O)N1CCCC1C(O)=NC(C(O)=NC(CCCCN)C(O)=NC(C(O)=NC(Cc1ccc(O)cc1)C(=O)N1CCCC1C(O)=NC(CC(N)=O)C(O)=NCC(O)=NC(C)C(O)=NC(CCC(=O)O)C(O)=NC(CC(=O)O)C(O)=NC(CCC(=O)O)C(O)=NC(CO)C(O)=NC(C)C(O)=NC(CCC(=O)O)C(O)=NC(C)C(O)=NC(Cc1ccccc1)C(=O)N1CCCC1C(O)=NC(CC(C)C)C(O)=NC(CCC(=O)O)C(O)=NC(Cc1ccccc1)C(=O)O)C(C)C)C(C)C)C(C)C,1
OCc1cc(C(O)CNCCCCCCOCCCCc2ccccc2)ccc1O,1
Cc1nc2sccn2c(=O)c1CCN1CCC(=C(c2ccc(F)cc2)c2ccc(F)cc2)CC1,0
CCCCCCCCCCO,0
Nc1nc2c(ncn2COC(CO)CO)c(=O)[nH]1,1
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21,1
C=C(C=O)C(C)CCC=C(C)C,0
Cc1nc([N+](=O)[O-])cn1-c1ccc([N+](=O)[O-])cc1,0
COc1c2ccoc2cc2oc(=O)ccc12,0
CN(C)CCCN1c2ccccc2CCc2ccccc21,1
N=c1ccn(C2CCC(CO)O2)c(=O)[nH]1,1
COc1cc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3)c2cc1OC,1
CC(=O)OCCC(C)CCC=C(C)C,0
CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,0
O=C(C(O)CO)C(O)C(O)COC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,1
FC(F)(F)c1ccc(CN=c2ccc(Cc3c[nH]c4ncc(Cl)cc34)c[nH]2)cn1,1
CCCC(=O)OCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,1
CN1CCc2nc(C(=O)NC3CC(C(=O)N(C)C)CCC3NC(=O)C(=O)N=c3ccc(Cl)c[nH]3)sc2C1,0
C=Cc1cccc(C)c1,0
COC(=O)c1ccccc1O,0
C=CC(C)(O)CCC=C(C)C,0
CN(C(=O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I,1
COC(=O)C(c1ccccc1Cl)N1CCc2sccc2C1,1
O=C(O)CC(O)(CC(=O)O)C(=O)O,0
CC=Cc1ccc(OC)c(OC)c1,0
CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,1
O=c1cccccc1O,0
Cc1cc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NN3CCCCCC3)cc2)no1,0
CN(C)P(=O)(OCC1CNCC(n2ccc(=N)[nH]c2=O)O1)N1CCN(C(=O)OCCOCCOCCO)CC1,0
CC(C(=O)c1ccccc1)N(C)C,0
Cc1nc(-c2ccc(Cl)cc2)oc1COC(C)(C)C(=O)O,0
CCCSc1ccc2nc(NC(=O)OC)[nH]c2c1,0
CC12CCC3c4ccc(O)cc4CCC3C1CCC2O,1
O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC1CC1,1
OC(O)C(Cl)(Cl)Cl,1
CC1c2cccc(O)c2C(=O)C2=C(O)C3(O)C(=O)C(C(N)=O)=C(O)C(N(C)C)C3C(O)C21,1
CCN(CC)C(=O)c1ccccc1C,0
C=CC(=O)OCC,0
C#CCC(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,1
N=c1ccn(CC(CO)OC[P](=O)(=O)O)c(=O)[nH]1,1
CCc1cc2c(cc1CC)CC(NCC(O)c1ccc(O)c3[nH]c(=O)ccc13)C2,1
O=C(O)CCCc1ccccc1,1
OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,1
CCCCCC(O)C=CC1C(O)CC2OC(=CCCCC(=O)O)CC21,1
Cc1[nH]cnc1CN1CCc2c(c3ccccc3n2C)C1=O,1
CCC1=CC2CN(C1)Cc1c([nH]c3ccccc13)C(C(=O)OC)(c1cc3c(cc1OC)N(C)C1C(O)(C(=O)OC)C(OC(C)=O)C4(CC)C=CCN5CCC31C54)C2,1
N=C(N)NCCCC(N)C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)N1CC(O)CC1C(=O)NCC(=O)NC(Cc1cccs1)C(=O)NC(CO)C(=O)N1Cc2ccccc2CC1C(=O)N1C(C(=O)NC(CCCN=C(N)N)C(=O)O)CC2CCCCC21,0
CCOc1ncc(C)c2c1C(c1ccc(C#N)cc1OC)C(C(N)=O)C(C)=N2,0
Nc1ccc(S(N)(=O)=O)cc1,0
CC1=CCC2CC1C2(C)C,0
CN=C1C=[N+](O)C(c2ccccc2)c2cc(Cl)ccc2N1,0
Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(Cc3sc(=O)[nH]c3O)cc1)O2,1
C=C1c2cccc(O)c2C(=O)C2=C(O)C3(O)C(=O)C(C(N)=O)=C(O)C(N(C)C)C3C(O)C12,1
C=C1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5,1
COc1ccccc1Oc1c(OCCO)[nH]c(-c2ncccn2)nc1=NS(=O)(=O)c1ccc(C(C)(C)C)cc1,1
COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,1
CCCCCCOC(C)c1cccc(-c2csc(=NC(=O)c3cc(Cl)c(C=C(C)C(=O)O)c(Cl)c3)[nH]2)c1OC,0
CCOC(=O)C1=C(COCCN)N=C(C)C(C(=O)OC)C1c1ccccc1Cl,1
CCN(Cc1ccncc1)C(=O)C(CO)c1ccccc1,1
CCCc1ccc(O)c(OC)c1,0
Cc1ccc(CCC=O)cc1,0
OCC1NCC(O)C(O)C1O,0
CC(C)=CCCC(C)=CCOC=O,0
CC(=O)OCC(=O)C1(OC(C)=O)C(C)CC2C3CC(F)=C4CC(=O)C=CC4(C)C3(F)C(O)CC21C,0
CC(C)n1c(C=CC(O)CC(O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21,1
CNC1C(OC2C(OC3C(O)C(O)C(NC(=N)N)C(O)C3NC(=N)N)OC(C)C2(O)C=O)OC(CO)C(O)C1O,0
CCCC(C)CO,0
COc1cc(Cc2c[nH]c(=N)[nH]c2=N)cc(OC)c1OC,0
CCC(CO)NC(=O)C1=CC2c3cccc4c3c(cn4C)CC2N(C)C1,1
COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C)CC1,1
CCCCCCCCCC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,1
O=c1[nH]c2ccccc2n1CCN1CCN(c2ccc(C(F)(F)F)cc2)CC1,1
CN1C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12,1
C=CCN1CC(C(=O)N(CCCN(C)C)C(=O)NCC)CC2c3cccc4[nH]cc(c34)CC21,1
CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1,1
CC1OC(OC2C(CO)OC(OC(C(O)CO)C(O)C(O)C=O)C(O)C2O)C(O)C(O)C1NC1C=C(CO)C(O)C(O)C1O,0
CCOc1ccccc1OCCNC(C)Cc1ccc(OC)c(S(N)(=O)=O)c1,1
CN1CCN(C(c2ccccc2)c2ccccc2)CC1,1
CC(C)=CCN1CCC2(C)c3cc(O)ccc3CC1C2C,1
CCC(C)C(N=C(O)CN)C(=O)NC(C(=O)NC(CCC(=O)O)C(=O)NC(CCC(=N)O)C(=O)NC1CSSCC2N=C(O)C(C(C)CC)N=C(O)C(CO)N=C(O)C(C(C)O)N=C(O)C(CSSCC(N=C(O)C(CC(C)C)N=C(O)C(Cc3cnc[nH]3)N=C(O)C(CCC(=N)O)N=C(O)C(CC(=N)O)N=C(O)C(N=C(O)C(N)Cc3ccccc3)C(C)C)C(=O)NCC(O)=NC(CO)C(O)=NC(Cc3cnc[nH]3)C(O)=NC(CC(C)C)C(O)=NC(C(C)C)C(O)=NC(CCC(=O)O)C(O)=NC(C)C(O)=NC(CC(C)C)C(O)=NC(Cc3ccc(O)cc3)C(O)=NC(CC(C)C)C(O)=NC(C(C)C)C(O)=NC(C(O)=NCC(O)=NC(CCC(=O)O)C(O)=NC(CCCNC(=N)N)C(O)=NCC(O)=NC(Cc3ccccc3)C(O)=NC(Cc3ccccc3)C(O)=NC(Cc3ccc(O)cc3)C(O)=NC(C(=O)N3CCCC3C(O)=NC(CCCCN)C(O)=NC(C(=O)O)C(C)O)C(C)O)CSSCC(C(O)=NC(CC(=N)O)C(=O)O)N=C(O)C(Cc3ccc(O)cc3)N=C(O)C(CC(=N)O)N=C(O)C(CCC(=O)O)N=C(O)C(CC(C)C)N=C(O)C(CCC(=N)O)N=C(O)C(Cc3ccc(O)cc3)N=C(O)C(CC(C)C)NC(=O)C(CO)NC2=O)NC1=O)C(C)C,1
C#CC1(O)CCC2C3C(C)C=C4CC(=O)CCC4C3CCC21C,1
Oc1c(C2=CCC(c3ccc(Cl)cc3)CC2)c(O)c2ccccc2c1O,0
COc1c(C)c2c(c(O)c1CC=C(C)CCC(=O)OCCN1CCOCC1)C(=O)OC2,1
CC(C)c1cc(-c2n[nH]c(=O)n2-c2ccc3c(ccn3C)c2)c(O)cc1O[P](=O)(=O)O,1
CC=C(C)C(=O)OC1C(C)=CC23C(=O)C(=CC(CO)C(O)C12O)C1C(CC3C)C1(C)C,0
COc1nc(N)nc2c1ncn2C1OC(CO)C(O)C1O,0
CCCCC(=O)OC1(C(=O)CO)C(C)CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC21C,0
CN1CC(C(=O)NC2(C)OC3(O)C4CCCN4C(=O)C(Cc4ccccc4)N3C2=O)=CC2c3cccc4[nH]cc(c34)CC21,1
COc1ccc(OC)c(C(O)CNC(=O)CN)c1,1
CC(CO)NC(=O)C1=CC2c3cccc4[nH]cc(c34)CC2N(C)C1,1
COc1cc(N=c2c(C#N)c[nH]c3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,1
CCN(CC)CCCC(C)N=c1cc[nH]c2cc(Cl)ccc12,1
CC(=O)Oc1ccc(C2(c3ccc(OC(C)=O)cc3)C(=O)Nc3ccccc32)cc1,0
CC(Cc1ccccc1)NCCCCl,0
O=[P](=O)(O)C(O)[P](=O)(=O)O,0
CC(C[N+](C)(C)C)OC(=N)O,1
CCC1=C(C)c2cc3[nH]c(cc4[nH]c(cc5nc(cc1n2)C(C)=C5C(C)O)c(C)c4CCC(=O)O)c(CCC(=O)O)c3C,1
Oc1ccc2c3c1OC1C(O)CCC4(O)C(C2)N(CC2CCC2)CCC314,1
O=C1OC2(c3ccc(O)cc3Oc3cc(O)ccc32)c2ccc(N=C=S)cc21,0
O=[N+]([O-])OC1COC2C(O)COC12,1
O=S(=O)(O)CCS,1
N=c1ncn(C2CC(O)C(CO)O2)c(=O)[nH]1,1
Oc1cccc(O)c1O,0
O=P(O)(O)C(Cl)(Cl)P(=O)(O)O,0
O=C(O)CCNC(=O)c1ccc(N=Nc2ccc(O)c(C(=O)O)c2)cc1,1
CC12CCC3c4ccc(O)cc4CC(CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)C3C1CCC2O,1
COc1cc(N)c(Cl)cc1C(=O)NC1CCN(Cc2ccccc2)CC1,0
CC(=O)OCC(=O)C1(O)CCC2C3CC=C4CC(=O)CCC4(C)C3(F)C(O)CC21C,1
CC(=O)Nc1ccccc1,0
COc1cc(C)ccc1O,0
O=c1[nH]c2cc(Cl)ccc2o1,0
COC(C)(C)C,0
CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1,1
CCCCCCCCNC(C)C(O)c1ccc(SC(C)C)cc1,0
Oc1c(Cl)cc(Cl)c2cccnc12,0
COC1(NC(O)=c2sc(=C(C(N)=O)C(=O)O)s2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CSC21,0
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(OC)CC(C)C(=O)C(C)C(O)C1(C)O,1
CCCCBr,0
OCCN1CCN(CCC=C2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,0
CC=C1NC(=O)C2CSSCCC=CC(CC(=O)NC(C(C)C)C(=O)N2)OC(=O)C(C(C)C)NC1=O,1
CS(=O)(=O)CCNCc1ccc(-c2ccc3[nH]cnc(=Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,1
CNC(C)C1CCC(N)C(OC2C(N)CC(N)C(OC3OCC(C)(O)C(NC)C3O)C2O)O1,0
CNC(CC(C)C)C(=O)NC1C(=O)NC(CC(N)=O)C(=O)NC2C(=O)Nc3c(O)[nH]c(c(O)[nH]c(=C(O)O)c4cc(O)cc(O)c4c4cc3ccc4O)C(O)c3ccc(c(Cl)c3)Oc3cc2cc(c3OC2OC(CO)C(O)C(O)C2OC2CC(C)(N)C(O)C(C)O2)Oc2ccc(cc2Cl)C1O,1
Clc1ccc(CCC(Cn2ccnc2)Sc2c(Cl)cccc2Cl)cc1,0
CCCN(CCC)CCc1cccc2c1CC(=O)N2,1
CC(=O)Oc1cc(C(C)C)c(OCCN(C)C)cc1C,0
O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)C(COCc1ccccc1)C(=O)O,1
CC(=O)C1CCC2C3CC(C)C4=CC(=O)CCC4(C)C3C(O)CC12C,0
CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1,1
Clc1ccc(C(Cn2ccnc2)OCc2csc3c(Cl)cccc23)c(Cl)c1,0
CC(C)CC(N=C(O)C1CSSCC2N=C(O)C(CC(C)C)N=C(O)C(CCC(=O)O)N=C(O)C(N=C(O)C(CCC(=O)O)N=C(O)C(CC(=O)O)N=C(O)C(N)CC(=N)O)CSSCC(NC(=O)C(C)NC(=O)C(C(C)C)NC(=O)C(CC(N)=O)NC(=O)C(C(C)C)NC2=O)C(=O)NC(C(C)O)C(=O)NCC(=O)N1)C(=O)O,0
O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,1
O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1,1
OCCOCC1OC(OCCO)C(OCCO)C(OCCO)C1OCCO,0
CSCCC1N=C(O)C(CC(C)C)N=C(O)C(CCCNC(=N)N)N=C(O)C(CO)N=C(O)C2CSSCC3N=C(O)C(CO)N=C(O)CN=C(O)C(C(C)O)N=C(O)C(CSSCC(N)C(=O)NC(CCCCN)C(=O)NCC(=O)NC(CCCCN)C(=O)NCC(=O)NC(C)C(O)=NC(CCCCN)C(O)=N2)N=C(O)C(CSSCC(C(=N)O)N=C(O)C(CCCCN)N=C(O)CN=C(O)C(CO)N=C(O)C(CCCNC(=N)N)NC3=O)NC(=O)C(CC(=O)O)NC(=O)C(Cc2ccc(O)cc2)NC1=O,1
O=C(O)COc1ccccc1,0
Clc1ccc(C(Cn2ccnc2)OCc2c(Cl)cccc2Cl)c(Cl)c1,0
Cc1cc(Cl)ccc1OCC(=O)O,0
CN1C(=O)CN=C(c2ccccc2F)c2cc([N+](=O)[O-])ccc21,1
OCC(O)C1OC2OC(C(Cl)(Cl)Cl)OC2C1O,0
COP(=S)(OC)Oc1cc(Cl)c(Br)cc1Cl,0
S=c1nc[nH]c2nc[nH]c12,0
O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,1
CCC(=O)OCC(=O)C1(OC(=O)CC)C(C)CC2C3C(Cl)CC4=CC(=O)C=CC4(C)C3C(O)CC21C,0
Clc1ccc(C(Cn2ccnc2)OCc2ccsc2Cl)c(Cl)c1,0
Cc1ccc(N=c2nc(N(C)c3ccc4c(C)n(C)nc4c3)cc[nH]2)cc1S(N)(=O)=O,1
Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O,0
Oc1ccc2c(c1)C13CCCCC1(O)C(C2)N(CC1CCC1)CC3,1
Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,1
[O]P(=O)(OCC(CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O)OC1CCC(c2ccccc2)(c2ccccc2)CC1,1
